Mã học phần 	Tên học phần	Tín chỉ
XH415E	Du lịch sinh thái	2
XH426	Phát triển du lịch bền vững	2
XH439	Tiểu luận tốt nghiệp - Du lịch	4
XH440	Luận văn tốt nghiệp - Du lịch	10
XH446	Tổ chức sự kiện	2
XH447	Quan hệ công chúng	2
XH455	Âm vị học	2
XH465E	Lý thuyết dịch	2
XH478	Dẫn luận văn chương	3
XH498	Tiểu luận tốt nghiệp - Anh văn	4
XH499	Luận văn tốt nghiệp - Anh văn	10
XH534E	Dẫn luận ngôn ngữ - Anh văn	2
XH535	Từ pháp học và cú pháp học	3
XH536E	Ngữ nghĩa học và ngữ dụng học	3
XH537E	Ngôn ngữ học đối chiếu	2
XH540	Phê bình văn học đại cương	3
XH551	Dịch thuật đại cương	2
XH557E	Thị trường du lịch	2
XH558	Kỹ năng thuyết minh du lịch	2
XH563	Thực tập nghiệp vụ du lịch	3
XH564E	Địa lý du lịch Đông Nam Á	2
XH567	Văn học dân gian đại cương	3
XH579E	Tiểu thuyết Việt Nam hiện đại	2
XH580	Từ Hán Việt	2
XH581E	Tiểu thuyết cổ điển Trung Quốc	2
XH583E	Tiếp nhận văn học	2
XH584	Văn hóa, dân cư, môi trường Đồng bằng sông Cửu Long	2
XN101E	Địa lý tự nhiên Việt Nam - Du lịch	2
XN103	Địa lý du lịch thế giới	3
XN105	Pháp văn chuyên ngành - Du lịch 1	4
XN106	Pháp văn chuyên ngành - Du lịch 2	4
XN107	Pháp văn chuyên ngành - Du lịch 3	4
XN110	Kỹ thuật nhiếp ảnh và quay video	2
XN113	Công tác xã hội	3
XN114	Anh văn chuyên ngành - XHH	3
XN115E	Nhân học đại cương	2
XN118	Các vấn đề xã hội đương đại	3
XN119	Sinh kế, đánh giá nông thôn có sự tham gia (PRA)	3
XN120	Kiến trúc và nghệ thuật truyền thống ở Việt Nam	2
XN121	Phong tục và lễ hội truyền thống của người Việt	3
XN122	Tổ chức teambuilding và hoạt náo	2
XN123	Thủ tục hải quan và thanh toán quốc tế	2
XN124	Ứng dụng công nghệ thông tin và truyền thông trong du lịch	2
XN126E	Ứng dụng bản đồ trong du lịch	2
XN127	Nghiệp vụ chào bán tour trong du lịch	2
XN128	Tâm lý và kỹ năng giao tiếp trong du lịch	2
XN129	Anh văn Du lịch 1	4
XN130	Anh văn Du lịch 2	4
XN131	Anh văn Du lịch 3	4
XN132	Nhập môn du lịch	2
XN133	Du lịch cộng đồng và Homestay Việt Nam	2
XN137	Ứng dụng địa danh học trong du lịch	3
XN138	Tổ chức lãnh thổ du lịch Việt Nam	2
XN139	Môi trường và tài nguyên du lịch	2
XN141	Nghiệp vụ nhà hàng, khách sạn	3
XN142	Chuyên đề tuyến điểm du lịch Việt Nam	3
XN143	Quản trị dịch vụ và lữ hành	3
XN145	Nghiệp vụ hướng dẫn du lịch	3
